index,Text
48529,هنزل له فريق الأسبوع كان جامد جدا في تلات شهور هخليه في فريق السنة
48530, وبيفضل يعلى  أوكي فا أنت بيبقى في آخر اللعبة مثلا في عشر نسخ من صلاح
48531,أجمد نسخة آخر واحدة  ماشي فهمت  فا أنا بقى لو عايز الاعبك مش هينفع أخد العشرة بس هاخد نسخة واحدة
48532,على حسب بقى أنا عايز أيه ممكن مثلا أجي أقول لك لأ أنا عاجبني النسخة اللي في النص دي بعرف ألعب بيها أحسن
48533,عنده خصائص مش موجودة في الأخير كل واحد ومزاجه بقى طب أنا عندي سؤال عن لما أنت كنت بتقول صناعة المحتوى
48534,أحكي لي أكتر عن تويتش بحسه عالم أنا مش فاهم منه أي حاجة
48535,أشرح لنا كده وهل هو فعلا كبير زي ما أنا متخيل ولا أنا مش في دماغي
48536, أشرح له بقى  تويتش ده مبدئيا هو حاجة تبع الأمازون يعني أمازون هي اللي عاملة تويتش
48537,فا أيه تويتش ده هو هو منصات البث لألعاب الفيديو اللي هو ألعاب فيديو يعني تويتش
48538,كان أسمه أيه الفيلم ريدي بلاير وان كان تويتش  أحنا بنذيع أي لعبة على تويتش  على تويتش
48539,أنا فجأة أنت بتتكلم كوري  مش فاهم حاجة  تويتش ده  طب أنا فاهم  تويتش ده بابا المجال
48540,حسب ما أنا فاهم هو ده المنصة هو ده زي نتفليكس مثلا كده أو يوتيوب
48541,بتاع ألعاب الفيديو أنا النهاردة لما باجي العب الراجل ده مثلا تقيل حلو فالناس كلها عايزة تعرف تتفرج على
48542,لعبه فهو طول ما هو قاعد بيلعب قاعد بيعرض لعبه على تويتش
48543,والناس بتخش تتفاعل  والناس تقعد تتفرج فيقعدوا يتعلموا  مباشر  اه  اه  والماتشات مباشر بقى وكله  اه فهمت
48544,ويبعت لي تعليق ونتكلم مع بعض ونروح ونيجي وفي ناس بتعمل  ملايين الملايين  طبعا
48545, ده حقيقي بقى أنهم بيعملوا ملايين  اه في ناس في مصر بقى بتعمل فلوس جامدة من تويتش يعني اه
48546,جامدة زي ملايين وكده  بلاش ملايين  لا معتقدش الصراحة معتقدش
48547, ليه بقى  بس بيتعمل في  أصل خد بالك أحنا برضو  يعني تويتش بيديك فلوس على أساس أيه معلش تعالى نبتدي من هنا
48548,أنا دلوقتي عملت بث مباشر  فتحت بث مباشر  ماشي  قعدت تلات ساعات  تمام فا المتابعين الحاليين لناس اللي بيتفرجوا عليا مثلا
48549, واحد أو  واحد  جميل  فتويتش بيعمل إعلانات
48550,من خلال البث المباشر بتاعي  فا تفضل شغالة تحت إعلانات عمالة تطلع  زيها زي يوتيوب  زي يوتيوب يعني بالظبط  تمام
48551,حلو بيخش فيه بقى مصدر تاني مصدر دخل تاني اللي هو تبرعات ما هو ده بقى اللي أنا كنت عايز أسأل عليه
48552,في مصدر دحل تالت اللي هو أيه الأشتراكات أنا هخش أشترك عندك في القناة
48553,اه فا أنت ممكن تقفل القناة أن محدش يتفرج علي غير  الناس اللي دخلت  يعني دي مش موجودة بس أنا أقدر أن أنا
48554,أخليك لو أنت مش مشترك متشوفش الفيديو بتاعي بعد ما أخلص أنا الفيديو بتاعي لما بخلص بيبقى موجود
48555,اللي هيقدر يتفرج على الفيديو ده المشترك لو أنت مشترك مثلا هيبقى في تعبيرات معينة كده تقدر تستخدمها في
48556,مين ايموتس ده وشوش يعني عادي وأنت الوشوش المضحكة والكلام ده
48557,ايموت  دول بكسب بيهم فلوس يعني  في التعليقات  لا لا دي مميزات للمشتركين  أكنها رموز التعبيرية
48558,أنا عندي سؤال وجودي جدا ليه ممكن أخش و أشترك
48559,و أدفع فلوس و أضيع وقتي وبتاع عشان أتفرج طبعا مع أحترامي
48560,لا لا صح صح والله ده سؤال وجودي جدا عشان أتفرج عليك أنت وحمادة بتلعبوا ماتش مع أن ممكن أخش أتفرج على
48561,النهائي بتاع الدوري الأنجليزي أشوف  بص أنا هقولك  ناس حقيقية بتلعب كورة
48562,صح بس أنت هتعمل بث مباشر فا أنت التفاعل ما بينك وبين الناس
48563,بيبقى عالي أوي يعني أنا في ناس أبتديت البث المباشر أنا مشفتهمش مثلا
48564,وكانوا بيسألوني أنا في عرض عمل جالي أروح أشتغل ولا لأ
48565,أنت بتتكلم على على الأتصال بينك وبين الناس اللي بيتفرجوا عليك فا دي حاجة
48566,أنت أيه مش هتبقى متخيلها دلوقتي بس أنت كل ما تطلع كل يوم لمدة تلات ساعات فا الناس شايفاك أنت
48567, بتاكل فرحان زعلان  ماشي لا زي أي حاجة  لو طالع مباشر على أنستجرام كل يوم  طيب دي حاجة
48568,تاني حاجة أنا مثلا بلعب لعبة فا هو الراجل اللي بيتفرج عليا
48569,مبسوط من الفرجة زيه ما كان مثلا بيتفرج على برنامج  بيتفرج على ماتش كورة  أكنه بيتفرج على ماتش كورة حقيقي
48570,بس الفرق ان هو كمان اكنه بيتكلم مع المدرب عمال يقول له ما تنزل يابني الواد ده فا هو مثلا عايز يستخدم المميزات
48571,اللي أنا فاتحهاله فا بيشترك أنا عايز المميزات دي
48572,التبرعات دي بقى كده  ده كده حب يعني  اه فجأة أتبرع لك مثلا بجنيه
48573,أنا دي بالنسبة لي حاجة برضو حاجة غير منطقية الصراحة  يعني ليه أنا  أخيرا أتفقنا  أتفقنا في حاجة  بس هي
48574,بيبقى أيه أصل أنا مش مجبر أن أنا أطلع أعمل بث مباشر أنا طالع أعمل بث مباشر علشان أحنا بننبسط
48575,لأ أنت بتعمل فلوس لأ يعني مش ده الأساس لأ من تويتش أحنا أتفقنا أن في الأعلانات بتعمل فلوس
48576,أنا بعمل فلوس اه بس خد بالك ده مؤخرا  يعني تويتش أبتدى يدي فلوس مؤخرا  اه دي حاجة جديدة أوكي ماشي
48577,بس هي قبلها أنا كنت بعمل بث مباشر عشان أنا عايز أتفاعل  فا أنا طالع أنت تقعد  هتلعب أنت عايز تلعب
48578, يعني بلعب  و في ناس بتتفرج وبتتكلموا معايا في اللعبة فا أنا بدل ما أنا كنت قاعد بتكتك على الزرار لوحدي
48579,أنا بتكتك على الزراير وفي ناس عمالة بتاخد بحسي اللي هو أيه ده يا ابن اللعيبة الجون الحلو ده طب أيه اللي أنت عملته ده ما كفاية قرف
48580,كده وتقعد بقى ناخد وندي مع بعض بشكل ودي أنت مثلا خش
48581, لا لا  أنت مثلا حوالي بيبقى مثلا في البث المباشر بتاعك  في كم حد مثلا قاعد بيتفرج عليك  بص أنا أعلى حاجة وصلت لها أعلى حاجة كانت
48582,      اه  ده كتير ده على فكرة ده كتير جدا  ما طبعا اه
48583, ده كتير جدا  ده كانت أعلى حاجة أنما في العادي يعني   في ناس بتجيب ملايين يعني  لأ ده أكيد
48584,يعني مثلا في كأس العالم اللي فات كان في ستريمر أسمه ويلي كان بيعمل بث مباشر
48585,كان في كام واحد بيتابعه عنده  أنا قاعد فاتح بس كأس العالم وبتفرج معاه مع الناس
48586,بتفرج عليه مع الناس وصل أن هو جاب  فا أنت بتتكلم لأ طبعا في أرقام
48587,طب بقولك أيه بقى خد بقى أيه سلسلة الأسئلة المتناهية اللامترابطة
48588,في بنات في  في ها  اه ممكن بنت تلاعب ولد ممكن اه
48589,عادي قلت أشوف بس أنا قلت على فكرة أسئلة متناهية غير مترابطة
48590,هديك سؤال تاني بقى تويتش  هل تويتش أصلا مشهور في الشرق الأوسط  اه طبعا
48591, اه فا الناس كلها  في منصات تانية بس تويتش طبعا رقم واحد في تاني ايه أنا عارف بس بسمع في واحد تاني أسمه كيك
48592,كيك ده لسه جديد بس أبتدى أيه بيروح ياخد لاعيبة هي بتمشي ازاي أنا دلوقتي ما فيسبوك عندهم منصه بث مباشر
48593,لا بس أنا شفت أن كيك ده أكنهم بيدفعوا لك أنت  كا ستريمر  ما أنا هقولك
48594,ويدوك فلوس كتير عشان تسيب تويتش وتبقى بتعرض عندهم بس ده كل حاجة ما تيك توك عملت كده لما أبتدت
48595,بس بيدوا أرقام أنا بكلمك بيدوا تيكتوك عملت كده  مليون دولار و  مليون دولار و  مليون دولار وكده يعني
48596,فيسبوك لما طلعوا فيسبوك للألعاب عملوا كده راحوا للستريمرز و هاخدك ما أصل أنت الستريمر ده
48597,لو في عنده  واحد مشترك ما هو هيجي بال  ما ال دول مش داخلين عشان هم داخلين على تويتش
48598,فا لقوا القناة لأ أنا داخل علشان ستريمر ما هو أنا هروح له
48599,فا أنا هجيبك تعالى بالناس بتوعك ما أنا عايز برضو أشهر المنصة بتاعتي مين أشهر واحد على تويتش عندنا في مصر
48600,لا ناس كتير والله والله فعلا ناس كتير مفيش واحد معين اللي هو معروف أن هو ده ده شاب الستريمينج الأول في مصر يعني
48601,ناس كتير فعلا يعني عندك في مهدي في
48602,علاوي في أدهم جمعة  في ناس كتير والله أنا فعلا  عندهم مثلا بيبقى متوسط كام متابع مثلا
48603,تقريبا يعني  كتير لا يعني  ملايين
48604,على تويتش لأ تويتش تويتش  
48605,بس ده على تويتش كتير أوي   ولا    
48606, ده على تويتش كتير  أوكي هو أنت بتشتغل بتشتغل يا رامي غير اللعب يعني
48607,موضوع الألعاب الإلكترونية ده جه كده أنا أصلا من و أنا في الجامعة شغال في موقع الأهلي
48608, وحاليا عارفين موقع الأهلي دوت كوم  اه حلو أنا شغال في الموقع وحاليا أنا واحد من الشركاء
48609,فا ده كان شغلي يعني أنا مستقبلي و أنا بخططلة من بعد الجامعة كان الأهلي دوت كوم تمام
48610,دخل في الطريق موضوع الألعاب الإلكترونية ده  أنت أهلاوي بقى  اه طبعا  صميم  جدا اه ماشي
48611, بعدين طالع بقى برضو  بقيت شريك في الأهلي دوت كوم دلوقتي فا أنت دلوقتي في الاهلي دوت كوم وفي اللعب
48612,بس على فكرة أنا احنا قاعدين بنسألك الأسئلة دي كلها مش عشان أحنا مش شايفين الموضوع مش
48613,مش مهم أو مش مربح أو أو أحنا بس بالنسبة لنا اللي هو أيه ده كل ده بيحصل و أحنا أزاي مش واخدين بالنا
48614,أنا متفهم جدا اللي أنت بتقوله وده  لازم  في حياة تانية  كده كده مش أول إتنين يسألوه الأسئلة دي  بالظبط
48615,بس يعني أنت عارف النقطة في أيه النقطة أن أحنا عندنا حتى في مصر من زمان
48616,من ست سبع سنين كنت أقولك أيه أحنا مش لأ لسه مجناش أنما أحنا دلوقتي أحنا جينا بكتير
48617,جينا بكتير فعلا يعني المشكلة في أن
48618,أنت عارف أن في ناس جيمرز كتير يعني مش تقليدي لأ أنا داخل بلعب وبشوف
48619,مين الفرق اللي بيلعبوا ضد بعض و مين عمل أيه ومين جاب مين
48620, والرعاة أو الناس اللي معاها فلوس  الرعاة الرعاة مش عارفين أزاي يروحوا يتكلموا مع دول
48621,دي أزمة أنا عايز دلوقتي أروح أخاطب المجتمع طب بعد أذنك أخاطبك أزاي يا مجتمع
48622, في مشكلة  أزاي بقى برة بيعملوا أيه أن
48623,أنت بتعمل بطولات و عندك أن مثلا تعمل أي تفاعل
48624,أن أنا لو أشتريت حاجة معينة يجي لي حاجة معينة في حتت الألعاب بعمل مناسبات
48625,أن أنا أجمع فيها الجيمرز و أروح أجيب بقى فيها الستريمرز الستريمرز التقال أوي ساعات بيعملوا هم حدث لوحدهم أصلا
48626,أنت برة عندك لأ الموضوع أيه متعارف عليه ليه لأن
48627,ملايين بتتصرف ولاعيبة جامدة ورايحين فين وكده بس أحنا هنا لسه الموضوع مش
48628,صعب أن أنت تلاقي اللاعيبة أصلا يعني لأ انت في لاعيبة بس الأهتمام مش عليه
48629,ما أنا فاهم قصدي صعب ان أنت توصل لهم بقى ممكن يبقوا جامدين بس أنت متعرفش عنه حاجة ما هو أنت بقى لو عندك الأهتمام بتاع برة يعني أنت لو عندك
48630,نظام محترم للرياضة الإكترونية هتعرف تعمل دوري وهتعرف تعمل فرق رياضة إلكترونية
48631,وهتلاقي رعاة ليهم للأن أصلا الرعاة عايزين يروحوا للحتة دي مفيش طيب فرق دلوقتي تسمع عنها فرق زي الأهلي أو الزمالك أو كده
48632,ناويين يعملوا حاجة زي كده لأ الصراحة لأ ولما هتروح تتكلم معاهم بالنسبة لهم خيال علمي بس خد بالك دي
48633,دي برضو مش مصر بس يعني الأندية برة في أوروبا نفس الموضوع
48634,ليه مثلا أي أيه أف سي  اللعبة الجديدة حلو عملوا أعلان بسيط جدا
48635,للمنافسة السنة الجاية فا أدو في الأعلان ده اليد العليا لأندية الكورة
48636,فا اللاعيبة الأجانب أحنا كلنا متجمعين في سيرفر واحدة
48637,السيرفر ده ده اللي بيخشه الناس اللي وصلوا مناسبات مباشرة من حوالين العالم تمام فا أنا في السيرفر ده
48638,أنتم مين اللي متجمعين اللاعيبة اللي وصلوا للمناسبات المباشرة فا أنتم عاملين سيرفر معين مبينكم أنتم بس
48639,أي أيه اللي عاملة سيرفر  هي اللي عاملة لكم سيرفر  اه  تمام  بتستدعي فيه كل اللاعيبة فا لاعيبة مثلا بتشتكي من أيه
48640,أن يا جماعة أنتم مديين لأندية كورة اليد العليا في هو هيجيب مين
48641,و أندية الكورة مش مهتمة أنا مش مش فارق معايا كمثلا يوفنتوس أن أنا يكون عندي أكس ده اللي هو جامد
48642,أنا أخري شايفها حاجة صغيرة فاللي هو هروح أعمل بطولة واللي هيكسب البطولة دي هيمثلني
48643,وصباح الفل  فاهمني  اه فاهم هم عندهم أزمة في الموضوع فالمشكلة موجودة عامة
48644,عامة مشكلة كبيرة طيب أيه بقى الأندية الجامدة برة اللي هم أصلا رياضة إلكترونية بس
48645, اللي هما فاهمين أحنا  اه عشان حاطين كل تركيزهم في حاجة واحدة اه بالظبط فا أنت عندك الحتة دي
48646,مش باينة أن أنت تركز في الرياضة الإلكترونية لأن في قطاع كبير مهتمين به طب الأندية بتاعة برة عندهم نفس المشكلة بتاعة أندية هنا
48647,بس هما أندية برة بيجي الأتحاد مثلا يقول لهم لا أنتم لازم هتشاركوا في الدوري أنما أحنا هنا مفيش حد أصلا بيقول أن أحنا نعمل دوري
48648,يعني في دوري أنجليزي وفي دوري أنجليزي إلكتروني وفي الدوري الإيطالي وفي الدوري الإيطالي الإلكتروني  اه فعلا  اه
48649,فاهمني بس أحنا هنا معندناش بقى أحنا عندنا الدوري المصري و بس الدوري السعودي في الدوري السعودي ألكتروني
48650, يا سلام  اه اه أيه أكتر كنت لسه هقول لك أيه أكتر بلد عربي شاطرة السعودية طبعا
48651, نمرة واحد  وييجي بعدها الإمارات بس السعودية طبعا السعودية كانوا لسه عاملين أستحواذ
48652,السعودية يا مان خطار في الديجيتال اه اه من زمان وهم في حتى يعني مش حاجة جديدة
48653,هم طول عمرهم فعلا في الديجيتال جامدين بس يعني هم عاملين أستثمارات جامدة في الألعاب الإلكترونية يعني
48654,جيمرز  اللي هو المناسبة اللي لسة كان معمول ده مجمع بطولات للعب كتير
48655,الإنتاج حاجة يعني عالمية حاجة فعلا جامدة جدا يعني فا السعودية في حتة تانية
48656,تيجي وراها الإمارات شمال أفريقيا لسه صباح الفل حتى أحنا هنا و أحنا في مصر وفي أندية وبتاع وبتسافر وبتشارك بس
48657,بس لأ لسه مفيش أهتمام تلاقي السعودية كمان من أجمد البلاد في العالم
48658,لو أنت بتتكلم في فيفا مساعد الدوسري ده الأفضل في التاريخ الأفضل في التاريخ
48659,مساعد الدوسري ده جامد جدا طبعا كلاعيب فيفا السعودية عندهم بطلين كأس عالم
48660,واحد اسمه عبدالعزيز الشهري عبدالعزيز الشهري مكانش بطل في الفريق المثالي اللي أنا لسه قايل لك عليها دي مكنش الخاصية دي موجود
48661, كان في خاصية تاني  ماشي بس الخاصية اللي هو الفريق المثالي اللي مكمل معانا دلوقتي لغاية دلوقتي
48662,مساعد مساعد في حتة تانية كسب بطولة كأس عالم وخسر في النهائي بتاع كأس العالم اللي وراه
48663,أنا فاكر زمان أول لما طلع لما كنت بلعب زمان أوي وكان أبتدينا نلعب حاجة أسمها أونلاين
48664,كان دايما يقول لك لا لا لأ الواد ده شكله سعودي ده هيكسبك أكيد اه والله فهما واضح أن هما جامدين من زمان أوي
48665,أوي يعني أحنا جامدين برضو خد بالك أحنا هنا جامدين جدا والله
48666,بس هي الفكرة بس في أيه أن أنت معندكش أحتكاك بالحاجات دي يعني أنا فاكر جدا أن قبل ما كنا نبقى مؤهلين
48667,كنت قاعد أنا و صحابي حلاوة وحسين ياسر وبتاع أسامي الناس دي هتعرفها
48668,وكانوا أنا كنت بقول لهم يا جماعة أنا شايف أن أحنا نقدر نلاعب الناس اللي أحنا نعرفهم برة دول اللي هم بيلعبوا في كأس العالم وهم شايفين لا في فرق
48669,هم بيقولوا بس شايفين أن في فرق ليه لأن هم مش بيلعبوا هو أحنا بس بنتفرج فا أنا لو جيت مسكت
48670,دراع و أتفرجت وعملت مهارتين كده حركتين فاهم خدت الكورة من الشورت وطلعتها من قفايا وبتاع
48671,هتنبهر بس تعال بقى أمسك الدراع قدامي نخش أحنا الإتنين فارس لفارس كده هتلاقي أنت أنت مش عارف تعمل الموضوع ده
48672,أحنا ما كناش يعني أحنا مش بعاد خالص أنا في بقى سؤال محيرني من أول ما قعدنا
48673,بحاول أحط نفسي مش هحاول أحط نفسي أنا عندي بنت عندها ست سنين دلوقتي حلو
48674,أزاي أعرف إذا كان لو يعني أن هي أبتدت تلعب ألعاب كتير  حلو  جميل
48675,ده مش حقيقي يعني هي دلوقتي لسة بس تخيلنا أن هي أبتدت تلعب ألعاب كتير أنا دوري كا أب يعني أن هنا في الحتة دي
48676,أشجع يعني ولا أنا ده هيبقى تضييع وقت ولا يعني أنا
48677,عمال أفكر تعمل  تعمل أيه   أنا المفروض أعمل أيه  بص يا كريم أول حاجة
48678, لازم تشوف إذا هي عندها الموهبة ولا لأ  أزاي بقى شوف دي الموهبة دي بتبقى فطرية بمعنى تخش عليها وهي نايمة بالليل لو لقيتها قاعدة
48679,بتتوتش بص أنت بتهزر أزاي والله و أنا بكلمك في ملايين  ماشي ما أنا بنصح الولد  الكلام وصل لحتة تانية
48680,عشان عنده بنت  دي تشنجات دي مش قادرة تلعب  لأ دي دي ده جوي ستيك
48681, بس هي بتبقى موهبة خلي بالك  لأ بجد والله  أيه  بص أنا هقولك حاجة أنت فاهم السؤال اللي أنا بحاوله يعني أنا أخش عليها أقول لها يا بنتي
48682, أيه  كملي لعب أعمل أيه أنا أبويا أصلا كان مقتنع
48683,أن ده مضيعة وقت حلو  هو باباك طبيعي  اه
48684,فا اللي حصل أيه أن أنا كنت شاطر يعني أنا مكنتش كنت بجيب أرقام وكنت بجيب درجات في المدرسة وبتاع
48685,فا أنا مكنتش مقصر نهائي حلو فا كان بيجيب لي مكافأة لحاجة زي كده فجاب لي بلايستيشن وان مثلا
48686,فبلعب لما دخلت أول بطولة كسبتها فهي دي أكيد في حاجة نورت في دماغه يعني الواد عايز لسه عنده  سنة يعني
48687,فا أنت دخلت بطولة وكسبتها وخدت فلوس فا أنت راجع لي بفلوس أكيد في حاجة صح
48688,الموضوع أبتدى يتكرر تاني وتالت رابع خامس وفي نفس الوقت أنا في الدراسة معنديش مشكلة
48689,طول ما هي مش مأثرة في الدراسة لعبها علشان اللعب هياخد لا لا تمام بس فيه حتة تانية برضه
48690,أنت بتحاول برضو أن أنت يعني أنا اللي بخاف منه وبيتهيألي أكيد في أهالي كتير هتخاف منه
48691,أن أبنك أو بنتك هيبقوا قاعدين بيلعبوا طول النهار لدرجة أن هما معندهمش وقت
48692, سيبك من المدرسة اه بيذاكروا يا عم  رياضة يا ريس مش عارفين بقى يلعبوا رياضة مش عارفين يعملوا علاقات مع عيال كتير لأنهم طول النهار قاعدين في الأوضة
48693, فاهم أنت فاهم اللي أنا بتكلم فيه  بص هي دي دي الحاجات الشائعة بس هي مش كده يعني أنا مثلا
48694,أنا كنت بلعب في المقاولين كنت بلعب كورة أنا لو كنت كملت سنة واحدة كنت هلعب مع صلاح مثلا في الناشئين
48695,عادي كنت الرياضة مهتم بيها هي كل حاجة تقدر تظبطها بس لو أنت منظم وقتك
48696, أوكي  يعني أنا مش هاجي  ساعات بس مش هتعرف تبقى بطل عالم لو أنت منظم وقتك أنت لازم تنظم وقتك أن يبقى التمن ساعات
48697, ما هو أمتى بقى أمتى  على الكمبيوتر أمتى لما أنت يكون فعلا عندك الموهبة  دي هتبان أزاي   هيكون كسب بقى بطولات كتير أوي بقى
48698,في اللعب اللي هي مثلا زي ليج اوف ليجندز دي اللي أنا بقول لك عليها  ساعات دي هي في جدول تصنيف مراكز عالميا
48699,فا أنت معروف أنت الكام على العالم فا أنت لو رقمك عالي ما أنت يا باشا أكيد عندك الموهبة
48700,اه فاهم قصدك ماشي ماشي كده ماشي فاهمك كده فا لو قررت أن أنت تروح تبقى خلاص أنا هخش الحتة دي
48701,وهتقررها لما تكون كبير شوية اللي هو  سنة اللي هو نفس السن
48702,اللي لعيب الكورة خلاص أنا هو ده حياتي ما هو أنت لازم هتاخد قرار
48703, معايا ولا لا  لا لا لا لا تمام صح فخلاص أنت خدت القرار أن أنت هتلتزم في حاجة زي كده
48704,ساعتها تفضل تضيع وقت وبتاع وهتحترف بس ست سنين العبي
48705,بس في نفس الوقت أنت بتروح التمرينات بتاعتها وبتذاكر اللعب مش
48706,هيطلعك واحد أنطوائي أصل دي ما أنا ممكن أبقى أنا غلطان لأ خالص و على فكره بسألك عشان كده
48707,بسألك الاسئلة دي دي حاجة شائعة دي بس اللي هي أيه الحاجة اللي بتيجي دايما في الذهن
48708,أن أنت حد من كتر ما أنت ماسك الدراع فا أنت مبتكلمش حد وعلى طول لا يا معلم
48709,لأ أنا اللي بتشوفه كتير أوي كمان النماذج اللي هي أسلوب اللي هو واحد اه مش بس ممكن يكون بيلعب بس بيلعب وبيعمل بث مباشر
48710,فا تمام هو بيعمل فلوس فهو مسروق في الحتة دي بس هو بسبب أن هو مسروق عمال بيضيع حاجات تانية ومش مركز فيها
48711,فاهم عايز أقول أيه بس دي في كل حاجة  ما هي في كل حاجة طبعا  يعني أنت في كم فود بلوجر مثلا
48712,حياتهم راحت أن هو تخن جامد وبقى عنده بس دايما اللي بيعمل كده ده بيبقى خلاص واحد كبير في السن
48713,لأ ليه فيه إتنين شباب والله كان ولد وبنت مش فاكر أسمهم الصراحة  كم سنة يعني  صغيرين عشرينات
48714,ماشي عشرينات لأ أنا بكلمك أن في الآخر أحنا الشخص اللي أحنا بنتكلم فيه ده عنده مثلا  سنين
48715, سنة فا هو مش عارف ياخد قرار مظبوط
48716,معندوش كمية معلومات كفاية انه ياخد قرارات مظبوطة فا أنت نوعا ما الأهل هما اللي هيبقوا بيقرروا له
48717,صح  فاهم قصدي  صح فا عشان كده بقول لك أزاي قرار صعب أوي
48718,أن انا أجي النهاردة الاقي مثلا بنتي وبتكسب وبتعمل يا عم على جدول تصنيف المراكز لقيتها نمرة
48719,ما هي لو طفلة هتلاقي أخرها كام يعني رقم  على العالم المفروض أقول لها أيه ده
48720,أيه ده اه تصدقي والله قدامك  بس مثلا بس هو مش هيبانوا في السن ده  يعني جدول تصنيف المراكز  مش بقول ست سنين يعني قول ياعم 
48721,اللي أنا أقصدة أيه بس أن أنت عندك دلوقتي  ست سنين حلو فالبنت عايزة تلعب صح  صح أديها ساعتين كل يومين تلاتة
48722,لو هي حابة تلعب كل يوم  ساعتين  تمام وباقي أنشطتها اليومية العادية هتمر
48723,و هي دي الحتة اللي أنا أكتشفتها منك على فكرة لأن أنا بجد بقول لك أنا ده ممكن تبقى إشاعات ممكن تبقى حقيقة معرفش
48724,أن اللي بيخش الجو ده بيخش عارف ويختفي فا أنت على فكرة عشان كده أنا بسألك الأسئلة دي
48725, فاهمك فاهمك  أيوة بس هو أصلا هو المفروض أن هي مش ست سنين ولا  سنين أنت ممكن تخش تلعب وأنت عندك  سنة ولا هي لازم تدريبات
48726,هي ده لها علاقة برضه البتاع أيه اللي هو التواصل الذهني العصبي حاجة كده
48727,اه يعني قعد ما هو بيقول لك ده كمان فيه كم ده تكة على الماوس
48728, فا أنت فاهم أن أنت  فا هتفرق يعني طبعا طبعا يعني ممكن أتعلم دلوقتي حاجة وابقى محترف
48729,عاملة زي كده زيدان لما قال لك الجسد لا يرحم لأ بلاش هو بجد هي بجد عاملة زي أيه عاملة زي البوكسنج
48730,أنت البوكسنج النهاردة لما بتكبر مش المشكلة بتبقى أن أنت بقيت أقوى أو أضعف أنت المشكلة أن أنت
48731,رد الفعل بتاعك أبطأ كسر من الثانية بس ربط هو الكسر من الثانية دي هي اللي بتعمل كل حاجة
48732,فهما نفس القصة هناك أن أنت لما بتلف وعايز تضرب الواد بسرعة ما هو اللفة دي اللي أصغر منك هيلحقها في كده
48733,أنت هتاخد وقت أنت عارف أيه أكتر حاجة بتفرق في اللاعيبة الرياضة الإلكترونية عامة رد الفعل
48734, طبعا  و أن أنت تبقى ذكي كفاية أن أنت تعرف اللي قدامك هيعمل يعني أنا و أنا بلعب
48735,ببقى عارف أن هو رايح الحتة الفلانية فا أنا مثلا بدي له أختيارين هو قدامه حلين
48736,أنا همسك واحد يبقى هو هيعمل التاني فدي بقى أيه يعني أنت بتفكر بسرعة في ألعاب القتال
48737,أنا حافظ الخريطة فا أنا لو دخلت الحتة دي هو هيبقى مستنيني هناك فا أنا ممكن أعمل
48738,يعني هي كلها عبارة عن رد فعل و قد أيه أنت سريع أيوة لأ أنا فاكر من أيام ميدل أوف أونور كانت كده
48739,كانت كده وكانت دايما العيال الصغيرة هي اللي بتاكل الجو بيخش الواد تلاقيه الواد أيده وبتاع كده أكتر عمال يخش
48740,يمين شمال و أيه ده يا بني أمتى أصلا أمتى بص تخيل أنت النهاردة أنت نفسك
48741,عن لما كنت جيت مثلا لعبت أي حاجة على الكمبيوتر من  سنة
48742,هتلاقي نفسك أكيد ابطأ النهاردة من لما كنت أنا لأ أنا اسرع بكتير
48743, بتتكلم عني أنا  أول لعبة بطأت اللعبة بطأت أنت حاسس نفسك  أنت بتتكلم عليا أنا ولا بتتكلم عامة  لأ عامة يعني اي حد
48744, عامة تبقى اه اه  لا لا لا  أفتكرتك بتتكلم عني  لا لا طبعا أيه ده أنا عارف أن أنت
48745,كل ما تكبر تسرع
48746,لأ بقول لك أيه أنا أكتشفت كمية معلومات النهاردة هزار
48747, والله  والله يا ريت تكون المعلومات لأ مبسوط كمان أن أنا زي ما بقول لك أن أنا
48748,حاسس أن أنا شفت كمان منظر أو نموذج من الناس اللي بتلعب الحاجات دي كتير بس هو عادي بيلعب كان بيلعب وكان بينزل
48749, بيخرج ويروح ويجي  مش داخل الأستوديو على أربع رجلين لأ لا لا مش داخل الأستوديو
48750,بيطلع الكلام من بؤه  أنا هقولك  طلع طبيعي أهو انا في فتره ما طب أنا هقول لك أنا ليه أنا في فترة ما كنت ماسك حملة أعلانية حلو
48751, حلو  الحملة الأعلانية دي كانت حملة أعلانية في أمريكا عن المنتج ده
48752,ينفع زي الشيبسي وحاجات كده فكانوا عايزين يخشوا في الحتة بتاعة الألعاب الإلكترونية حلو فا أتكلمت فا دخلت كتير مع أنفلونسرز بتوع العاب إلكترونية برة مصر
48753,ومع ناس على تويتش ومع ناس ومع ناس دخلت في كل القصة دي ولما دخلت فيها دايما
48754,العيال اللي أنا خبطت فيهم بس أنا بكلمك برضو المشكلة أن هم عيال قاعدين على الحاجات دي  ساعة عشان بيطلعوا فلوس خزعبلية
48755,بيطلعوا فلوس هبل فالطبيعي أن هم شخصياتهم
48756,خلاص هو تحسه وهو بيتكلم أكنه قاعد على البث المباشر الولد اه والله ما بهزر
48757,وقررت ان انا مش هدخل جامعه شخص متردد قوي
48758,يا جماعه عايز ياكل شيبسي انتوا بتقولوا
48759,ايه اول ماببقاش منطقيه وبسبب ان انا عندي
48760,الم في طفل بيعيد طول
48761,النهار انا قفلت الباب وشغلت التكيييف
48762,بحاول يبقى شكلي لطيف في الكاميرا وفي نفس
